content,sentiment
"204 countries, 805 Islands, 7 seas, 7+ Billion people and I’m single!!!",sad
"204 countries, 805 Islands, 7 seas, 7+ Billion people and I’m still single..",happy
3 horrible things in life: 1) Slow Internet. 2) Slow Internet. 3) Slow Internet.,happy
"3 main rules in relationships: Dont lie, dont cheat and dont make promises you cant keep.",happy
55% of people will yawn after reading the word “yawn.”,happy
A Broken heart is what Changes People.,happy
A day without you is always incomplete.,happy
A dog is the only thing on earth that loves you more than you love yourself…..,sad
A dog is the only thing that can mend a crack in your broken heart,sad
A fake smile can hide millions of tears...,happy
A girl is happiest when she knows you make her your everything. In front of everyone.. every time,happy
A good exercise is to jump for joy!,happy
A good laugh and a long sleep are the best cures for anything.,happy
A happy childhood never expires and can be embraced at any time.,happy
A heart filled with joy has more worth than a pocket of coins.,happy
A hug for you means I need you. A kiss for you means I love you. A call for you means I’m missing you.,sad
A hug for you means I need you. A kiss for you means I love you. A call for you means I’m missing you.,sad
"A Lie is a Lie, no matter how big or how small.",sad
A lot of people end up unhappy because they make permanent decisions on temporary emotions.,happy
"A magic of songs and sound, When you are happy you just listen the song, but when you are sad you understand the song…",sad
A man says a lot of things in summer he doesn’t mean in winter.,happy
"A Man who truly loves you will be angry at you for so many things, but will never leave you.",happy
"A Memory of true Love is like a favorite Song, no matter how many times it plays again, You never get tired of it.",happy
"A real boyfriend never ""gives up"" on his girl. He fights for her .",happy
A real man can't stand seeing his woman hurt. He is careful with his decisions and actions so he never have to be responsible for her pain.,happy
A really cool feature of the Nano they don’t tell you about is that even beggars ignore you at a traffic signal. Relaxing facility.,happy
A relationship where you can act like complete idiots together is the sweetest thing ever.,happy
A relationship will only go as far as you both want it to.,happy
A relationship with God is the most important relationship you can have.,happy
A satisfaction overdose leaves you bloated in happiness.,happy
A secret is what you tell everyone not to tell anyone else.,happy
A single text from you can change my mood at any moment.,happy
A smile is a curve that sets everything straight.,happy
A tear is made of … 1% water and 99% feelings.,sad
"A true relationship is having someone who accepts your past, supports your present, loves you and encourages your future.",happy
A twinge of happiness scatters a mass multitude of grief.,happy
A way to spark of your soul journey into happiness is sparking light into another’s happiness.,happy
“For some moments in life there are no words.”,sad
"“Love is many things,none of them logical.”",happy
"“You told me I was perfect, but you still left. I should have known my perfect wouldn’t be good enough.”",sad
"“You told me I was perfect, but you still left. I should have known my perfect wouldn’t be good enough.”",sad
"Accept me at my strongest, support me at my weakest",happy
"Accept that some days you are the pigeon, and some days you are the statue.",happy
"Achievement, as a rule, goes to the individuals who are excessively occupied for it",happy
"Act crazy, don’t regret, do things you would never ever do because life is short so live it up! 🙂",happy
Action is the key to all success,happy
"After every difficulty, ask yourself two questions: “What did I do right?” and “What would I do differently?",happy
"After marriage, the other man’s wife looks more beautiful.",happy
"All attempt a reversal in the life puzzle, they begin by trying to build more wealth and assets to be happy. The correct path is first to find your true happiness in order to grow into abundance.",happy
"All have a basic right to pursue happiness, just grab it as it waits in your path. Or create the happiness you desire.",happy
All I need is your love.,happy
"All person b very careful when u step out today n tomorrow. . They r looking out for bakra’s, Can’t afford to lose any of  u  😀",happy
"Alphabets in ""TEACHING"" & ""CHEATING"" are common.. Those who try 2 'Cheat' u often 'Teach'...",sad
Always believe that something wonderful is about to happen.,happy
"Amateurs sit and wait for inspiration, the rest of us just get up and go to work",happy
An Eye with Dust ‘n A Heart with Trust Always Cries.,sad
An eye with dust and a heart with trust always cries.,sad
And when you smile the whole world stop & stares for a while .,happy
Apologies dont fix broken hearts.,sad
Apologizing doesn't mean you were wrong. It simply means you value your love and friendship over your ego.,happy
Apology Quotes – Apologize Quotes,happy
As long as you are looking back on the past you will never see what's ahead in.,happy
"As soon as you TRUST yourself, you will know how to live.",happy
Aspire to Inspire before you expire,happy
At the touch of love everyone becomes a poet.,happy
Attitude is as important as the ability for success,happy
Available…. Prabhu ichhaa tak……!!!!!,happy
Avoid misery by having sufficient leisure to wonder about your state of happiness.,happy
Bad relationship change good people.,sad
Be happy for this moment is your life.,happy
"Be happy in the present, or happiness will cease.",happy
Be like a flower that gives its fragrance to even the hand that crushes it.,happy
Be miserable. Or motivate yourself. Everything you have to do is always your choice,happy
Be one happy person. This is a true formula to stay happy.,happy
"Be thankful and count your blessings for what you have, rather than what you want.",happy
Be the reason someone smiles today.,happy
Be the type of person you want to meet.,happy
"Beauty isn't about having a pretty face. It's about having a pretty mind, a pretty heart, and a pretty soul.",happy
"Because of you, I laugh a little louder, cry a lot less, and smile a lot more.",happy
Behind every beautiful girl is the ugly relationship that made her scared to love again.,happy
Behind every flirty boy there is a girl who left him alone with no reasons!!,sad
Behind my smile is everything you’ll never understand.,sad
Behind my smile is everything you’ll never understand.,sad
Behind my smile is everything you’ll never understand.,sad
Being content is a blessing that is not disguised.,happy
Being faithful is not hard if you really care about them.,happy
Being grateful to those that harvest our garden of happiness makes our soul blossom.,happy
Being in LOVE is like Being DRUNK. No control over what you do.,happy
Being underestimated always serves as an advantage!! ,happy
"Believe, hope, and pray for love, but don't put your life on hold waiting for love.",happy
Best conversations usually happen late at night.,happy
Best feeling comes when you get text from the person you were thinking about. ♥,happy
Best relationships usually begins UNEXPECTEDLY,happy
Better by far you should forget and smile than that you should remember and be sad.,sad
Birthday Quotes for Boyfriend,happy
Birthday quotes for boyfriend,happy
Bliss comes to those who are not on a chase for it. Chasing it will be a futile and exhausting path.,happy
"Brain and Beauty doesn't make you best in the world, but how beatiful your THOUGHTS to beautify this world.",happy
"Bruises will go away, eventually. Even the pain that caused them will too, but the memory of how it happened won’t.",sad
Bungee jumping is suicide with strings attached!,happy
By far the most important form of attention we can give loved one is listening.,happy
Bye bye Everybody bye bye USA,happy
Call me old fashioned but i actually take relationships seriously.,happy
Can I borrow a Kiss? I promise I'll give it back.,happy
Cheaters think everyone cheats. Liars think everyone lies. Keep this in mind.,sad
Cheating is a choice not a mistake.,sad
"Cheating is choice , not a mistake .",sad
"Cheating is easy. Try something hard, like being committed.",sad
"Cheating isnt always kissing, touching, or flirting. If you gotta delete text messages so your partner wont seem them, you are already there.",sad
"Cheer up, sweet beautiful girl you are going to love again and it will be magnificent.",happy
Choose to live life as the miracle is in everything around you.,happy
"Choose your thoughts carefully. Keep what brings you peace, release what brings you suffering. And know that happiness is just a thoughy away!",happy
Communication+Trust = A relationship that will last a lifetime.,happy
Compassion is the key to the happiness of others and your own.,happy
"Confession is good for the soul, but bad for your career.",happy
COUNT blessings NOT problems.,happy
Count your troubles away and delve into countless joys.,happy
Counting all the blessings is a paramount key to unlock the door of happiness.,happy
Courage doesn’t mean you cant get afraid.. Courage means you don’t let the fear stops you..,sad
"Crush quotes, crushing quotes",happy
"Cry is a love detector. When someone makes you cry, it shows how much you love them and how much their relationship means to you.",sad
Cry. Forgive. Learn. Move on. Let your tears water the seeds of your future happiness.,happy
Crying does not mean that person is weak it means that person has a heart.,sad
"Crying is how your heart speaks, when your lips can't explain the pain you feel.",sad
Cuddling with you would be perfect right now.,happy
Deal with your problems before they deal with your happiness.,happy
"Dear Feelings, i need you to move on.",sad
"Dear Feelings, i need you to move on.",sad
"Dear heart, please fall in love only when you're ready, not when you're lonely.",happy
"Dear Ladies if he takes time to argue with you, he cares about you more than you think.",happy
"Dear math, I’m tired finding your ""X"" DUDE she is gone, Please Move on Bro. !",happy
"Dear whoever is reading this... You're beautiful and someone out there is crazy about you. SO, SMILE! Life is too short to be happy.",happy
Decided to burn lots of calories today so I set a fat kid on fire:-D,happy
"Deep inside my heart, I still feel I need someone to love and care.",happy
"Differing self-fulfillment paths are taken. Just because others are not on the same road, does not mean they are lost.",happy
Distance between madness and talent is measured only by success,happy
Distance is just a test to see how far love can really go.,happy
Distance means nothing when someone means everything.,happy
Do I miss you ? →everyday ←,sad
Do I miss you ? →everyday ←,sad
"Do not aim to be better than the other person, but aim to better yourself.",happy
"Do not let your past rob your future. Each new day is a chance to make a new beginning. Count your blessings, live with gratitude and love with all your heart",happy
Do not postpone happiness. It is not a temporary phase but interwoven with eternal blessings.,happy
Do not start to be aware of what a wonderful life you had in the past tense. Awaken to it in the present.,happy
Doing the best at this moment puts you in the best place for the next moment,happy
Don`t be sad because it`s over. Smile because it happened,sad
Don’t analyze happiness. Let it flow without analyzing the rationality of it.,happy
Don’t brood. Get on with living and loving. You don’t have forever,happy
Don’t cry for the person who doesn’t know the value of your tears…,sad
"Don’t expect me to tell you what you did wrong. If you can’t figure it out yourself, then you are not ready to correct it,cos you did not know it was a mistake.",sad
Don’t fade away precious moments making up your mind about being happy. It is about letting go!,happy
Don’t give them the keys to your heart if you know they will lose it. Love is about taking risks not being stupid.,happy
Don’t interfere with what you can’t do,happy
"Don’t Make Me An Option, When I’ve Made You My Priority.",happy
Don’t miss: + Awesome status in English,happy
Don’t play with someone’s heart if you have no intention for a SERIOUS RELATIONSHIP .,happy
Don’t say sorry for something you are planning on repeating later.,sad
"Don’t trust too much, don’t hope too much because that “too much” can hurt you so much.",sad
"Don’t trust too much, don’t hope too much because that “too much” can hurt you so much.",sad
"Don’t use bathroom in your dream, It’s a set-up.",happy
Don’t wait. The time will never be just right,happy
Don’t waste your tears crying over someone who doesn’t even deserve to see you smile.,sad
Don’t waste your tears crying over someone who doesn’t even deserve to see you smile.,sad
Don't ask why someone keep hurting you. ASk yourself why you're allowing them.,sad
Don't ask why someone keep hurting you. ASk yourself why you're allowing them.,sad
Don't be much closer to anybody because a small change in their behavior hurts a lot.,sad
Don't be much closer to anybody because a small change in their behavior hurts a lot.,sad
"Dont blame me for leaving, blame yourself for not doing the right things to keep me.",sad
Don't cry over someone that won't cry over you.,sad
Dont cry over someone who wouldnt cry over you.,sad
Dont cry over someone who wouldnt cry over you.,sad
DON'T FoRGet To Smile.,happy
"Don't kiss behind the garden, Love is blind but the neighbours are not.",happy
Don't let the sadness of your past and the fear of your future win the happiness of your present.,happy
"Don't lie, don't cheat, and dont make promises you can't keep.",sad
Don't play with my heart if you have no intentions for a serious relationship.,sad
"Dont promise me the moon or the stars, just promise you will stay under them with me forever.",happy
"Dont promise me the moon or the stars, just promise you will stay under them with me forever.",happy
"Don't promise when you're happy, don't reply when you're angry, and don't decide when you're sad.",sad
"Don't try to understand a Girl Completely , If u Do You either go Mad Or You will start Loving her.",happy
"Don't wait for the good days, just live the bad days as good as possible! ",happy
"Dude,you are lucky, you got her. She is YOURS. So step up, treat her right or she wont be yours for long.",happy
"Each day is a new beginning, a new chapter to start afresh in a new spark. Forget about what did not happen or focus on what can be.",happy
"embarrassed by your failures, learn from them and start again",happy
"Emotional girls have a kind heart, and they’ll show the true feelings without any cheap behaviour.",sad
Emotional pain will always hurt more than physical pain.,sad
Emotionally..I am Done……Mentally..I am Drained…..Spiritually..I am Dead…..And Yet Physically..I Smile…,sad
"Enjoy the little things in life, for you'll one day look back and realize they were the big things.",happy
Enjoy the sound of a centered soul in the harmonious bliss of happiness.,happy
"Erase the messages, delete the numbers and move on. You don’t have to forget them. just accept that they aren’t that person anymore.",sad
"Erase the messages, delete the numbers and move on. You don’t have to forget them. just accept that they aren’t that person anymore.",sad
"Even if I had a million reasons to move on, I'd still look for one to stay.",happy
Even though we are million miles away. We will always be together.,happy
Ever tried. Ever failed. No matter. Try Again. Fail again. Fail better,happy
Every day we are given is a gift and we should treat it that way.,happy
"Every day, I am acting like I am okay but you'll never know the truth.",sad
"Every GIRL deserves a boy who can change her LIFE, not only her relationship status.",happy
Every girl needs a good guy to help her laugh when she thinks she'll never smile again.,happy
Every girl needs a good guy who can help her laugh when she thinks she will never smile again,happy
Every relationship has its problems. But what makes it perfect is when you still want to be there when everything sucks!,happy
Every time I look at the keyboard U and I always together.,happy
Every time I take a step forward in my life….. I get pushed two steps back…am I walking backwards?,sad
"Every time i trust somebody, they show me why i shouldnt.",sad
"Every time you ignore me, i regret every text message that i have ever sent you.",sad
"Every time you ignore me, i regret every text message that i have ever sent you.",sad
Every time You smile I smile.,happy
"Everybody knows how to love, but only few people know how to stay in love with one person forever.",happy
"Everybody’s online, except the one I actually want too.",sad
"Everything in Life happens for a reason, STOP worrying about the reason and just LIVE for what HAPPENS!",happy
"Everytime I look at the keyboard, I always see U and I together.",happy
Exams in the university are closer than they appear.,happy
"Expand your happiness by sharing it with. The larger a rainbow, the more brightly it shines.",happy
"Faces u make on d toilet:
(o_o) , (>_<) , (0_0) , (^_^)",happy
"Faith keeps you strong. Love keeps you whole and happiness keeps you alive. So don't be a downer! Be happpy, be strong, be free, be alive.",happy
"Feelings don’t walk away, people do 🙁",sad
Figure out how to esteem yourself which means battling for your satisfaction,happy
"Fire is like love, it keeps you warm but sometimes you'll get burned.",happy
"First you care, then you get hurt.",happy
"For every one minute of anger, sixty seconds of happiness is lost.",happy
forever is a long time but i wouldnt mind spending it by your side.,happy
"Forget who hurt you yesterday, but don't forget who loves you tenderly today.",sad
"Forget who hurt you yesterday, but don't forget who loves you tenderly today.",sad
"Freedom is by doing what you prefer to do, but happiness is about liking what you have chosen to do.",happy
From outside I am Smiling But It does not mean I am Happy.,sad
Gathering crumbs of happiness which creates a full loaf of contentment.,happy
"Getting hurt doesnt make me stupid. It means i have enough hope and enough love in my heart, to always think the best of people.",sad
"Getting hurt doesnt make me stupid. It means i have enough hope and enough love in my heart, to always think the best of people.",sad
"Getting married is a lot like getting into a tub of hot water. After you get used to it, it ain’t so hot.",happy
GIRL: Describe me in 1 word. —- BOY: Mine ,happy
"Girls are like police. Even when they get a hold of all the evidence, they still want to hear the truth from you.",happy
Give me a man any time who does good to me because he loves me rather that one does good to me in order to fulfill his moral duty.,happy
God asks only that you include yourself among those you love.,happy
Good relationship is worth the wait . ,happy
"Good relationships don't just happen. They take time, patience, and two people who truly want to be together.",happy
Gravitation is not responsible for people falling in love.,happy
"Happiness always looks small while you hold it in your hands, but let it go, and you learn at once how big and precious it is",happy
"Happiness and sadness run parallel to each other. When one rests, the other begins to tingle.
.) The purpose of our lives is to be happy",happy
"Happiness cannot be commanded from a life program, just delete unhappy brands blocking access paths.",happy
"Happiness clustered is limited, but letting go will expand the preciousness of it.",happy
Happiness has no attached price tags.,happy
Happiness has to be produced to be consumed.,happy
Happiness is a choice that is conscious and not an automated response.,happy
"Happiness is a direction, not a place. The only thing that will make you happy is being happy with who you are",happy
Happiness is a form of spiritual and harmonious spring you do not want to stop the feeling.,happy
Happiness is a joyful feast even if the first course was misery that had to be gulped away.,happy
Happiness is a nest of love.,happy
Happiness is a perfume you cannot pour on others without getting a few drops of yourself.,happy
Happiness is a realm of true courage.,happy
Happiness is a seed that roots into a blooming bliss.,happy
Happiness is a soul journey.,happy
Happiness is about choice. Most are as happy as they chose to be.,happy
"Happiness is about your thoughts, messages and actions are in order.",happy
Happiness is an ideal of imagination and not reason.,happy
Happiness is contagious; sparking it off for one will spread the glow to many.,happy
Happiness is good health with a poor memory that eliminates all the life’s failures.,happy
Happiness is harmony between men on the course of his life.,happy
Happiness is homemade.....,happy
Happiness is letting go of what you think your life is supposed to look like,happy
Happiness is living each day as if it is your first honeymoon day and last vacation day.,happy
Happiness is not a goal; it is a by-product,happy
"Happiness is not a location, it is a direction.",happy
"Happiness is not a piece of a lost puzzle, it is self-created.",happy
"Happiness is not about finally getting something we desired, it is about appreciating what we already have.",happy
Happiness is not about having a troubled mind or a pain in the body.,happy
"Happiness is not about owning, earning or consuming, it is gratitude, love and grace in a spiritual reality.",happy
"HAPPINESS is not determined by what is happening around you, but rather what is happening inside you. Most people depend on others to gain HAPPINESS,but the truth is, it always comes from within...",happy
Happiness is not limited in one direction and spreads to all life quarters.,happy
"Happiness is not miles away; it is right by your side, clinging to you to grasp it.",happy
Happiness is not ready made it comes by our own actions. ,happy
Happiness is not ruined in moments of great catastrophes but a repetition of minute habits.,happy
Happiness is not something ready-made. It comes from your own actions,happy
Happiness is not something you postpone for the future; it is something you design for the present.,happy
Happiness is ordinary and everyday consciousness without a concentration on the self concern.,happy
Happiness is the by-product of a goal.,happy
Happiness is the core of wisdom.,happy
Happiness is the task of the inner soul.,happy
Happiness is when “Last seen at” changes to “online” and then to “typing..”,happy
"Happiness is when what you think, what you say and what you do are consistent",happy
Happiness is where we find it but rarely where we look for it,happy
Happiness isn't a destination. It's the journey you choose to take.,happy
Happiness means you. I Love You.,happy
Happiness needs to spread its wings and grow into every facet and not enclosed a clung perception of a limited enclosure.,happy
Happiness occurs naturally and seldom is a result of circumstances.,happy
Happiness prevails in the present and revives each new day in its presence.,happy
Happiness sparks off once one has mind settled but then sparks all over in random spurts.,happy
"Happiness temporarily escapes into the wilderness sometimes, but it returns to fill your soul.",happy
Happy people don't necessarily have the best of everything; they must make the best out of everything they have.,happy
Happy thoughts are seeds that sow positivity in abundance.,happy
Hattered does not cease with hatered. Haterd ceases by love.,happy
"He is not really mine. We are not really together. But for what its worth, he is and will always be my sweetest whatever.",sad
"Hey Stupid , i still miss you , still love you , i hope you will realize.",sad
"Hey Stupid , i still miss you , still love you , i hope you will realize.",sad
Hey there WHATSAPP is using me !!,happy
Hey there! I’m using my brain.,happy
"Hey there, I’m using 123whatsappstatus.com!",happy
"Hey there, I’m using my parents.",happy
"His story is History, My Story is Mystery.",happy
Hold your head high and straighten up shaking depression bubbles to air away.,happy
"Honestly, I don't have time to hate people who hate me cause I'm too busy loving people who love me.",happy
HOPE = Hold On Pain Ends.,sad
Hurt me with the truth But don't comfort me with a lie.,sad
Hurt me with the truth But don't comfort me with a lie.,sad
"I act like I don’t care, but inside, I care more than you can ever think.",sad
I admit that i get Jealous when you’re talking to someone else instead of me.,happy
I am always satisfied with the best. ,happy
I am in a relationship with studies and it’s complicated.?,happy
I am missing you and its killing me.,sad
I am missing you and its killing me.,sad
i am scared of getting too close to anyone because those who said that they will always be there for me.,sad
i am scared of getting too close to anyone because those who said that they will always be there for me.,sad
I am sorry for felling sorry.,sad
"I am stronger because I had to be, I am smarter because of my mistakes, happier because of the sadness I've known and now wiser because I learned.",happy
I believe in love and marriage but not necessarily with the same person.,happy
I can always make you smiling.,happy
I can feel you forgetting me.,sad
I can hold back my tears and hide them with a smile but I can’t hide that hole in my heart…,sad
"I can live without money, but I cannot live without Love.",happy
"I can see the future , Let me give you a Clue , it's "" ME + U """,happy
"I can’t give you the formula for success, but I can give you the formula for failure which is: Try to make everyone happy",happy
I can’t trust someone who is friends with everyone.,sad
"I cant lie, I miss you.",sad
"I cant lie, I miss you.",sad
I can't stop missing you.,sad
I can't stop missing you.,sad
I care too much that’s how i get hurt.,sad
I care too much that’s how i get hurt.,sad
"I cry then I cut, then I cry again, it never ends.",sad
I didn’t want to be the one to forget.,sad
"I don’t care what people say or think about me, at least am attractive to mosquitoes 😛",happy
"I don’t get tired of loving you. I just get tired of waiting, assuming, hearing lies, saying sorry and getting hurt.",sad
I don’t know why I keep a plastic bag at home full of plastic bags.,happy
I don’t regret my past. I just regret the time I have wasted with the wrong people.,sad
I don’t think you know what you are doing to me.,sad
I don’t understand why I still cry for you when you don’t even think about me,sad
I Don't Ask For Much Because With You I Have Everything.,happy
"I dont care who was before me, as long as I know there is nobody during me.",sad
"I dont care who was before me, as long as I know there is nobody during me.",sad
I don't even know why I like you. But I just do.,happy
"I don't fall in love with faces, I fall in love with personalities.",happy
"I don't hate Peoples ,I just love Peoples who loves me.",happy
"I dont hate you, I hate what you have done.",sad
I don't know which is worse; keeping your love for someone a secret or telling them and being rejected.,happy
I dont miss you. I miss the laughs. The smiles. The good times. The way things were.,sad
I dont miss you. I miss the laughs. The smiles. The good times. The way things were.,sad
"I don't need a perfect relationship, I just need someone who won't give up on me.",happy
"I don't need geography, you are my world. ♥",happy
"I don't understand why people cheat, if you're not happy, just leave.",sad
"I don't want anyone else to have your heart, kiss your lips, be in your arms, be the one you love. I don't want anyone to take my place.",happy
"I don't want much... Just your hugs, kisses and you.",happy
I don't want to listen to just what you say. I want to feel what you mean.,happy
I don't want to listen to just what you say. I want to feel what you mean.,happy
I enjoy every moment I spend with you.,happy
"I feel crappy inside,like something just broke.",sad
I feel like everything i do is wrong.,sad
I feel like everything I do is wrong.,sad
I feel like everything I do is wrong.,sad
I feel so alone sometimes.,sad
I feel so alone sometimes.,sad
"I fell for you, but you didn’t catch me..",sad
"I finally realized this, I need you more than I thought.",happy
I get jealous because I am afraid someone is going to make you happier than I do.,sad
I get mad because i care.,happy
i guess what they say is true. everything happens for a reason.,sad
i hate being jealous when i know i should not be.,sad
I hate fighting with the one person who makes me smile the most.,happy
"I hate how we went from being strangers, to friends, to close friends, to almost sumthing more, to nothing 🙁",sad
"I hate it when Facebook's always asking me what is on my mind, coz it's always you. and I won't share you. ♥",happy
I hate seeing you because you bring back the feelings I tried so hard to forget.,sad
I hate seeing you because you bring back the feelings I tried so hard to forget.,sad
I hate seeing you because you bring back the feelings I tried so hard to forget.,sad
I hate that people who fart silently in public,happy
I hate the fact that things between us never got better.,sad
I hate to see his face,sad
"I hate when people say they miss you,but don’t make a effort to speak to you or see you. !!",happy
"I have come to the conclusion that Google must be female, as she has the answer to everything!",happy
"I have flabby thighs, but fortunately my stomach covers them.",happy
I have learned that sometimes “sorry” is not enough. Sometimes you actually have to change.,sad
I have Many problems in my life...But My lips don't know that' They Always Smile..,happy
I hope we meet again.,sad
"I Hope you will always Remember all the great memories we Created, Because i will.",sad
"I Hope you will always Remember all the great memories we Created, Because i will.",sad
I hope you'll realize how much you're hurting me someday.,sad
I hope you'll realize how much you're hurting me someday.,sad
I just had to come talk with you. Sweetness is my weakness.,happy
"i just want a cute, long lasting relationship.",happy
I just want an honest relationship. No lies. No mind games. No cheating.,sad
"I know I have no chance, but somehow I can't stop trying.",sad
I know my silence and my tears will heal my pain one day.,sad
I know you won’t come back but my heart will take life long time to accept this.,sad
"I knw U Hv Blocked Me, But Still I luv To Watch Ur Blank Profile 💔",sad
I like darkness so that I can see the stars brightly,sad
I like to listen to sad music when I'm sad to make me double sad.,sad
I like to pretend that i am okay because I do not wanna annoy people with my problems.,sad
"I like when you smile, but I love it when I’m the reason.",happy
I lost my Heart Can Any body See...??,happy
I love being married. It’s so great to find that one special person you want to annoy for the rest of your life.,happy
I love it when you hold me like you will never let me go.,happy
I love my six packs so much; I protect it with a layer of fat.,happy
"I love seeing couple fall in love and stay in love, its so rare these days.",happy
I Love U Dear With Every Beat Of My Heart.,happy
"I love when people are straight up honest with their feelings, it makes everything so much easier.",happy
I love you - I trust you - I'm sorry - help me.,sad
"I love you and you love me, then why can't we be together?",happy
I love you even when I hate you.,happy
I love you more than there are stars in the sky and fish in the sea.,happy
I love you more today than yesterday but I do love you less today than I will tomorrow.,happy
"I love you yesterday I love you still, I always have... I always will",happy
"i love you, but i hate the way you act sometimes.",happy
"I love you, just the way you are.",happy
"I love your smile, your eyes, your laugh, your personality, your humor but the only thing I hate is that "" I will never be yours... """,happy
I m in love with you.,happy
i m so sorry my love...,sad
"I may not be perfect, but I am original.",happy
I may smile and i may laugh. But deep down my heart is a pain you’ll never guess.,sad
I miss seeing your name show up on my phone.,sad
I miss seeing your name show up on my phone.,sad
i miss the time when i actually meant something to you.,sad
i miss the time when i actually meant something to you.,sad
"I MISS YOU. A little too much, a little too often, and a little more every day.",sad
"I MISS YOU. A little too much, a little too often, and a little more every day.",sad
I miss your name lighting up my phone.,sad
I miss your name lighting up my phone.,sad
"i miss your smile, your face, your hugs. I miss you.",sad
"i miss your smile, your face, your hugs. I miss you.",sad
"i miss your smile, your face, your hugs.I miss you.",sad
"i miss your smile, your face, your hugs.I miss you.",sad
"I need someone who will actually stand by my side, no matter what mood i am in .",happy
I need something more to hold then just a phone.,sad
I need you like a heart needs a beat.,happy
I need you so much closer.,sad
I need you so much closer.,sad
"I need you, you need me. Let's make it work.",happy
I never feel alone bcz loneliness is always with me,sad
I never feel alone bcz loneliness is always with me,sad
"I never forget a face, but in your case I’ll be glad to make an exception.",happy
I only want 3 things: See you. Hug you. Kiss you.,happy
"I prefer work smarter, Instead of harder",happy
I preferred walking away than fighting for you not because you were not worth fighting for but because you never asked me to stay…,sad
I put my heart n soul into my work and lost my brain in d process,happy
I REALLY CARE ABOUT U BUT U CARE ABOUT SOMEONE ELSE WHO NEVER CARE ABOUT U,sad
I really want a relationship. A long one. A happy one.,happy
"I remember the way u used to look at me … and now, I notice the way u ignore me…",sad
I remember when my old Nokia phone said I had low battery it meant that I had 2 days to find a charger. :’),happy
"I slept and dreamt that Life was joy. I woke & saw that life was service. I acted and behold, service was joy.",happy
I smile during the day… I cry during the night…. Just hoping the pain will go away.,sad
"I smile to the camera, I smile to my friends, I smile to my family, I smile to the world but I cry for myself.",sad
"I still care, that ‘s the problem",sad
"I still care, that ‘s the problem",happy
"I still love you, that's a fact. But a million apologies can't bring me back.",sad
"I still miss him, I miss him, I’m missing him.",sad
"I still miss him, I miss him, I’m missing him.",sad
"I take words very seriously, and it breaks my heart when I find out that people don’t actually mean what they say.",sad
"I tell people I’m OK i tell myself I’m fine, then i look in the mirror and laugh until i cry because i know it was all just a lie.",sad
"I think i love you, but don't even know you.",happy
"I think I’m afraid to be happy because whenever I get too happy, something bad always happens.",sad
I think the perfect hugs are when someone hugs me without me asking.,happy
I think Uruguay’s Luis Suarez is the man to bit the Apple’s logo,happy
"I try not to miss you, but in the end I still do.",sad
"I try not to miss you, but in the end I still do.",sad
I understand why you left But what i dont understand why im still waiting for you?,sad
I understand why you left But what i dont understand why im still waiting for you?,sad
"I want a long, cute relationship where everyone is like ""DAMN, they're still together?"" ",happy
I want an honest relationship. no secrets. no lies. no cheating.,happy
I want someone who comes into my life by accident and stays on purpose.,happy
I want to be with someone who has experienced having a broken heart. So that they know exactly how it feels and won’t break mine.,sad
"I want vitamin ""U""",happy
I want you today and tomorrow and next week and for the rest of my life.,happy
I was only a timepass in your life..But someday u wil truly realise that the time passed wid me was the most beautiful time ever.,sad
"I will always care for you, even if we are not together and even if we are far, far away from each other.",sad
i will forgive you but the way i look at you will never be the same as it used to be.,sad
"I will marry the girl, who look pretty in her Adhaar card ",happy
i will never hurt you is one of the most popular lies.,happy
"I will never stop caring, but if you decide to push me away, I will go.",sad
I will wait till the day I can forget YOU or the day you realize you can’t forget Me.,sad
I wish i could escape to a place. somewhere where the feelings and thoughts won’t be able to haunt me.,sad
"I wish I could give you my pain just for one moment. Not to hurt you but rather so you can finally understand, how much you hurt me.",sad
"I wish I could give you my pain just for one moment. Not to hurt you but rather so you can finally understand, how much you hurt me.",sad
I Wish I Could Give You My Pain So That You Understand How Much You Hurt Me.,sad
i wish i could ignore you the way you ignore me.,sad
i wish i could ignore you the way you ignore me.,sad
I wish I had Google in my mind and antivirus in my heart.,happy
I Wish My Parents Were Like Google. They Should Understand Me Even Before I Complete.,happy
I wish my phone would vibrate right now and your name comes up on the screen.,sad
I wish my phone would vibrate right now and your name comes up on the screen.,sad
"I Wish We Could Go Back To how we used to be, i miss that.",sad
"I Wish We Could Go Back To how we used to be, i miss that.",sad
I wish you could love me the way I love you.,happy
I wish you weren’t in my dreams.,sad
I Wonder What Happen’s When Doctor’s Wife Eats An Apple A Day 😉,happy
I won't give up on us ♥,happy
I work out everyday I do 1 sit-up every morning when I wake up.,happy
I’m missing something in my life these days. ,sad
I’m missing something in my life these days. ,sad
"I’m not sad for being single. Rather I’m thinking about her, who is single because of me.",happy
"I’m on a sea-food diet, I see food, I eat it!",happy
I’m sorry I was not good enough. But i tried to be.,sad
"I’m take a nice long shit, so don’t stress me !",happy
I’m the type of girl who smiles to make everyone’s day. Even though I’m dying inside.,sad
I’m the type of girl who smiles to make everyone’s day. Even though I’m dying inside.,sad
I’m wearing the smile you gave me.,happy
I’ve lost somebody who wasn’t even mine.,sad
If distance is a solution to reduce complications… I want to maintain this distance for eternity 🙁,sad
"If I delete your number, you are basically deleted from my life.",sad
If I die tomorrow u will miss me,sad
